mahjong;cambodia
plesiosaur;tower_bridge
mekong;finance
alfred_nobel;united_nations
muhammad;denmark
carl_lewis;adolf_hitler
nigeria;romeo_and_juliet
mississippi_river;local_government_in_the_united_kingdom
rome;malcolm_iii_of_scotland
literacy;sikhism
smallpox;republic_of_macedonia
richard_ii_of_england;ronald_reagan
i_ching;sequoia
boris_becker;dog
tom_and_jerry_%28mgm%29;natural_gas
darth_vader;maya_mythology
brown_trout;bras%c3%adlia
the_cantos;laurent_fignon
surtsey;raphael
trimurti;ant
natural_selection;rama
zionism;nato
x_window_system;akhenaten
nature;black_sea
string_theory;turtle
top_of_the_pops;american_football
doctor_who;banknote
ipod;space_station
troodon;board_game
erie_canal;the_beatles
gustav_holst;tupac_shakur
falcon;ununhexium
jamaica;graphic_novel
fermium;airbus_a380
eurasian_collared_dove;poultry
istanbul;qur%27an
giant_eland;river_thames
wildebeest;confucianism
fennel;tijuana
automobile;philosophy
malaria;geology
muhammad_ibn_musa_al-khwarizmi;alternation_of_generations
emperor_penguin;soybean
euro;clarinet
community;brothers_grimm
printmaking;fish
sr-71_blackbird;osaka
monty_python;nitrification
saudi_arabia;music_of_hungary
south_america;roman_empire
russia;manufacturing
blackjack;domestic_goat
france;christianity
stuttering;pac-man
the_ashes;thermodynamic_temperature
shoshone_national_forest;rwanda
wallaby;retreat_of_glaciers_since_1850
william_gilbert;atom
royal_navy;singapore
rail_transport;niobium
hellenistic_greece;apollo_8
vodafone;liverpool_f.c.
indian_cricket_team;north_africa
python_%28programming_language%29;bald_eagle
jane_eyre;morocco
mosaic;silicon
amsterdam;sea
goose;great_britain
actor;emirate
corinthian_war;english_reformation
qatar;los_angeles%2c_california
chicago;islamic_republic
switzerland;burkina_faso
hebrew_language;northern_ireland
poultry;plains_zebra
emu;north_sea
ordinal_number;sassanid_empire
poultry;william_tecumseh_sherman
government_of_france;german_reunification
citrus;basking_shark
bob_marley;bermuda
cultivar;baseball
supermarine_spitfire;sulfur
royal_parks_of_london;extinction
forth_bridge_%28railway%29;otto_von_bismarck
doom;iraq_war
attalus_i;ireland
svart%c3%a1lfar;falcon
harley-davidson;herbivore
neil_young;ukraine
matilda_of_boulogne;kookaburra
workchoices;dundee_united_f.c.
marshall_plan;hungary
cormorant;8th_century
the_simpsons;seed
able_archer_83;james_monroe
chromium;grand_canal_of_china
wave;flag_of_mexico
sugar_beet;climate_change
rain;persian_empire
pope_benedict_xvi;pennsylvania_railroad
american_samoa;american_samoa
trout;otto_von_bismarck
wikipedia;computer
the_lord_of_the_rings;george_h._w._bush
medicine;alexander_the_great
tawny_owl;earth
cape_horn;guitar
eastenders;montreal_metro
irish_poetry;attention-deficit_hyperactivity_disorder
cloud;speaker_of_the_british_house_of_commons
first_council_of_nicaea;clothing
roman_villa;tropical_storm_franklin_%282005%29
stegosaurus;elephant
sri_lankan_civil_war;printmaking
cadmium;lead
leicester;tanzania
bird_of_prey;diplodocus
indricotherium;aircraft_carrier
bottlenose_dolphin;american_football
the_origin_of_species;gautama_buddha
protein;gnu_project
university_of_bristol;organism
dead_sea;emperor_penguin
proxima_centauri;plutonium
brabham;varanasi
elizabeth_ii_of_the_united_kingdom;pearl
refining;penguin
blackpool;greece
heat;water
commonwealth_games;computational_chemistry
intelligence;ladysmith_black_mambazo
robert_schumann;mbabane
italy;actinium
uranus;canterbury
socialism;gypsum
the_marriage_of_figaro;rainbow
caspian_sea;kite_%28bird%29
politics_of_the_united_kingdom;mysticism
temperate;encyclop%c3%a6dia_britannica
sarajevo;ornithischia
antarctic_krill;falcon
william_shakespeare;television
whooping_crane;bee
domestic_goat;saltasaurus
yttrium;internet_explorer
poetry_of_the_united_states;japanese_yen
jackie_robinson;hutu
buffy_the_vampire_slayer;muhammad
gaur;brain
battle_of_tours;university_of_chicago
the_hague;franklin_d._roosevelt
edema;ganesha
johann_wolfgang_goethe;william_mckinley
cataract_surgery;juice
louis_pasteur;battle_of_france
bogot%c3%a1;malaria
music_of_italy;taiwan
shoe_polish;james_joyce
mars;mammoth
wasp;manufacturing
sanskrit;the_legend_of_zelda_series
nematode;river_severn
david_heymann;socrates
henry_rollins;london_bridge
meteor_shower;palau
global_warming;weather
technetium;lyndon_b._johnson
ben_jonson;yak
cretaceous;climate
art;bacteria
norfolk;typewriter
epazote;athena
edward_teller;community
computer_science;mississippi_river
glasses;urial
milan;neutron
dove;hawk-eye
gordon_brown;edward_jenner
indricotherium;scotland
swastika;sound
pliocene;tiger
jet_engine;european_space_agency
phoenix_zoo;plate_tectonics
church_of_england;benjamin_britten
moon;ape
bangkok;guernsey
chicago;organism
famine;united_states_dollar
alco_fa;guinness
gas_metal_arc_welding;edward_vii_of_the_united_kingdom
rutherfordium;slovenia
great_auk;ukraine
commodore_64;adam_smith
alphabet;jesus
music_of_the_united_states;magna_carta
jordan;evolution
osama_bin_laden;henry_iv_of_england
edgar_allan_poe;melbourne
rock_pigeon;automobile
roche_limit;iron
photon;river_thames
trumpet;the_wall_street_journal
superman;batman
maize;smog
corundum;babe_ruth
italy;toy_story
rembrandt;stonehenge
mount_unzen;ward_cunningham
russian_revolution_of_1917;saffron
oxygen;new_moon
new_moon;french_language
family;microscope
mercury_%28planet%29;rain
michigan_state_university;london_underground
whale;geometry
primula;nelson_mandela
dundee_united_f.c.;video
galah;abraham_lincoln
paraguay;parthenon
pitcairn_islands;guangzhou
mount_vesuvius;central_african_republic
philately;glorious_revolution
4th_century;tripoli
greece;columbus%2c_ohio
chelsea_f.c.;s%c3%a3o_tom%c3%a9
emirate;copper%28i%29_chloride
zambia;koryaksky
grand_canal_of_china;darth_vader
aluminium;women%27s_rights
ecuador;chives
superman;william_henry_harrison
fire;computer
gyeongju;eric_clapton
insulin;vanilla
portugal;apatosaurus
dominica;fascism
cave;gettysburg_address
jarvis_island;matter
mount_baker;buffy_the_vampire_slayer
ringed_plover;darth_vader
extrasolar_planet;tehran
history_of_greenland;paul_mccartney
race;venus
ice_sheet;paul_mccartney
wallaby;extrasolar_planet
tea;portuguese_language
rail_transport;trade_union
rupee;cuba
barack_obama;nazism
belarus;north_korea
land_%28economics%29;jurassic
joseph_haydn;adolf_hitler
global;dvd
hydrochloric_acid;hoover_dam
columbia_river;lyndon_b._johnson
platinum;buckminster_fuller
london_zoo;mini_%28bmw%29
murray_river;greenland
2-8-0;john_f._kennedy
fish;hepatocellular_carcinoma
the_legend_of_zelda_series;oviraptor
russian_revolution_of_1917;atlanta%2c_georgia
rockall;william_shakespeare
meteorology;bratislava
saurischia;hey_jude
tern;metric_expansion_of_space
house_of_lords;arnold_schwarzenegger
scooby-doo;dodo
tank;asparagus
african_american_literature;democratic_action_party
spyware;western_sahara
albatross;turmeric
photography;woodrow_wilson
albatross;1896_summer_olympics
niels_bohr;british_english
hawk-eye;julius_caesar
william_iv_of_the_united_kingdom;sub-saharan_africa
chromatophore;sumatra
nazism;california
christina_aguilera;william_howard_taft
sociology;lyme_disease
economics;friedrich_nietzsche
effects_of_nuclear_explosions;nazism
bill_clinton;dice
high_german_consonant_shift;crustacean
eva_per%c3%b3n;exploration_of_mars
portugal;manila
wolfgang_amadeus_mozart;eagle
bluegrass_music;comoros
iraq_war;brachiosaurus
inca_empire;weymouth
salt;potassium
down_syndrome;ottawa
the_rolling_stones;milan
genoa;political_philosophy
tin_whistle;cloud
star;earth%27s_atmosphere
cancer;mario
liverpool;mummy
henry_moore;australian_english
radar;midway_atoll
roman_britain;scooby-doo
pluto;fine_art
wind;nuclear_fission
henry_purcell;hudson_bay
battle_of_normandy;feldspar
amazon_basin;tiger_woods
jonathan_wild;fruit
scotland_in_the_high_middle_ages;bahrain
ladysmith_black_mambazo;planetary_nebula
actor;dingo
samarium;homer
wall_street;vasco_da_gama
guyana;copenhagen
southern_africa;sanskrit
oman;soviet_union
dog;human
elementary_algebra;pelagic_zone
calvin_coolidge;vancouver
2004_indian_ocean_earthquake;argan
valpara%c3%adso;video
polar_ice_cap;thiamine
book;chess
beekeeping;extrasolar_planet
snow;ultimatum_game
parliamentary_system;soukous
bald_eagle;thorium
animal;dog
gibraltar;continent
suleiman_the_magnificent;trinity_test
medieval_commune;world_war_ii
estonia;lead
ipod;war
jakarta;amazon_river
battle_of_the_little_bighorn;sheikh_mujibur_rahman
tropics;stephen_harper
vitamin_c;landscape
anschluss;saint_helena
fedora_core;iceland_hotspot
wrestling;olympic_games
rupee;aircraft
cattle;moon
venus;science
university_of_cambridge;abstract_art
avro_lancaster;chad
united_states;rhine
h.d.;paraguay
heat;kangaroo
cambrian_explosion;san_jose%2c_california
hot_air_balloon;hoover_dam
history_of_nuclear_weapons;seoul
multiculturalism;pacific_ocean
pericles;effect_of_hurricane_katrina_on_new_orleans
obi-wan_kenobi;american_civil_war
neil_armstrong;fascism
archaeology;south_korea
thomas_samuel_kuhn;buddhism
super_mario_bros.;palace_of_westminster
windows_vista;pope_pius_xii
westminster_abbey;rama
magic__the_gathering;henry_v_of_england
russian_language;ununbium
unix;martina_navratilova
faroe_islands;celtic_park
minstrel_show;finland
potato;asia
giza_pyramid_complex;rss_%28file_format%29
linguistics;phosphorus_trichloride
voting;lake_kivu
craton;madagascar
music_of_new_zealand;turks_and_caicos_islands
helium;scotland
sugar;yellow_river
carl_friedrich_gauss;tide
the_hague;heron
trojan_war;internet_explorer
pigeon;england
alfred_the_great;henry_vi_of_england
first_council_of_nicaea;semiconductor_device
jew;telephone
human_rights;leon_trotsky
cameroon;biofuel
canadian_senate;corporation
church_of_ireland;tropical_cyclone
arab_league;davis_cup
red_giant;liberal_democracy
barbary_lion;minnesota
time_zone;metric_expansion_of_space
westminster_abbey;the_hague
african_grey_parrot;banana
chelsea_f.c.;bissau
british_english;beirut
humpback_whale;japan
pac-man;proxima_centauri
swastika;sea_level_rise
galileo_galilei;brush
animal;matilda_of_boulogne
permian;2004_atlantic_hurricane_season
rain;television
buddhism;civilization
john_bull_%28locomotive%29;dune
whale;water
sparrow;weapon
niger_river;jehovah
retreat_of_glaciers_since_1850;mythology
salsa_music;greek_mythology
montreal;wave
barbados;card_game
paris;bosnia_and_herzegovina
great_moravia;detroit%2c_michigan
mount_nyiragongo;metal
wind;natural_selection
tennis;pluto
smallpox;macau
mongol_empire;lisbon
brain;telephone
educational_psychology;ultraviolet
blue_peter;tenzing_norgay
athens;goldfish
monty_python;tanzania
new_england_patriots;thomas_becket
pluto;germany
consolation_of_philosophy;sport
neodymium;political_philosophy
australian_green_tree_frog;jazz
war_and_peace;rome
william_edington;energy
honey_bee;leon_trotsky
rot13;tropical_storm_zeta_%282005%29
great_wall_of_china;iraq_war
albatross;fossil
darling_river;floppy_disk
ice;cooperative
arab_league;germany
bodyline;oman
pelagic_zone;tin
montreal;andrew_johnson
prospecting;emperor_penguin
ulawun;magic__the_gathering
latin_alphabet;ipod
grenada;great_wall_of_china
boston_terrier;qin_dynasty
john_f._kennedy;australian_rules_football
language;osmium
johnny_appleseed;frankfurt
inca_empire;attack_on_pearl_harbor
mysticism;civil_rights
politics;latin_america
elvis_presley;belfast
emanuel_swedenborg;painting
geometry;black_sea
volcanic_pipe;continent
north_sea_flood_of_1953;bbc
niger;nuclear_weapon
wolfgang_amadeus_mozart;adolf_hitler
atlantic_slave_trade;polonium
trinity;coin
orion_nebula;alligator
pumpkin;beach
african_wild_dog;sierra_leone
antarctic_krill;nitrogen_fixation
scottish_gaelic_language;gallium
argan;mozambique
angola;natural_selection
sulfuric_acid;k%c4%ablauea
finland;common_cold
southern_united_states;citizenship
rock_of_gibraltar;nitrogen_fixation
list_of_essential_oils;djibouti
potato;fern
galileo_galilei;oregon
antelope;gmail
4th_century;upsilon_andromedae_d
full_moon;north_america
pernicious_anemia;thomas_edison
robert_boyle;sphere
jew;explorer_i
victoria_of_the_united_kingdom;asparagus
necktie;watercolor_painting
history_of_the_world;the_simpsons
tornado;colorado_river
volcanic_pipe;nintendo_ds
amazon_parrot;gadolinium
religion;science
genghis_khan;battle_of_stalingrad
dark_ages;insulin
itunes;internet
michael_ramsey;thermodynamic_temperature
celine_dion;comet_shoemaker-levy_9
du_fu;canberra
granite;magnet
persian_gulf;helium
novel;australia
bear;fifa
deluge_%28mythology%29;crust_%28geology%29
continent;gorilla
ice_hockey;madrid
paul_mccartney;anarcho-capitalism
titanium;rail_transport
arctic_circle;helium
dead_sea_scrolls;bhutan
behavioral_finance;second_boer_war
extinct_birds;space_shuttle_columbia_disaster
jiaogulan;white-tailed_eagle
potassium_iodide;perfect_number
barnacle;danube
new_delhi;black_sea
gilles_villeneuve;okapi
functional_programming;palladian_architecture
common_hazel;diamond
asunci%c3%b3n;leonardo_da_vinci
south_africa;martina_navratilova
richard_iii_%28play%29;abraham_lincoln
prospecting;karl_marx
cinema_of_the_united_states;race
liberalism;jesse_owens
chartism;dada
great_white_shark;crusades
shielded_metal_arc_welding;ankylosaurus
wikisource;peter_grimes
philip_ii_of_spain;goldfish
russian_constitutional_crisis_of_1993;internet
hot_air_balloon;buddhist_art
eleocharis_dulcis;monrovia
the_last_supper_%28leonardo%29;united_malays_national_organisation
the_great_exhibition;string_theory
johannes_kepler;solar_eclipse
emacs;lesotho
impressionism;nitrogen
fencing;watling_street
tex;john_mcenroe
adelaide;korea
economy_of_india;nazism
amazon_rainforest;iodine
mosque;osaka
kuwait;puerto_rico
the_anarchy;humpback_whale
house_sparrow;giganotosaurus
aids;religion
star_trek;allosaurus
giant_eland;plant
airbus_a380;richard_iii_of_england
great_comet_of_1882;atonality
airship;parrot
united_states_declaration_of_independence;dublin
south_africa;elizabeth_ii_of_the_united_kingdom
derby;earthquake
behavioral_finance;definition_of_planet
natalie_portman;william_i_of_england
basking_shark;gossypium
glynn_lunney;metal
common_tern;carbon_dioxide
gadolinium;gunpowder
evolutionarily_stable_strategy;mount_kilimanjaro
battle_of_hastings;oil_painting
british_virgin_islands;siege_of_antioch
pikachu;hungary
chocolate;vanilla
hugo_wolf;mysticism
ivan_iv_of_russia;hey_jude
history_of_slavery;flower
jack_kerouac;europe
west_bank;ronald_reagan
nigeria;quartz
battle_of_normandy;portugal
moss;mesopotamia
shoe_polish;la_paz
cs_gas;mozilla_firefox
cat;mammal
henry_ii_of_england;samoa
richard_i_of_england;el_salvador
proton;heat
history_of_russia;british_house_of_commons
hurricane_georges;rainbow
history;potato
jiaogulan;genetics
wta_tour_championships;the_origin_of_species
pikachu;west_virginia
cambrian_explosion;antimony
creationism;manifest_destiny
science;fascism
pakistan;river_severn
walter_scott;crusades
davy_jones%27_locker;government
great_britain;chicago_bears
edward_jenner;sikkim
wolverine;estonia
marie_curie;plasma_%28physics%29
16_cygni_bb;hippocrates
praseodymium;astatine
hellenistic_greece;cleopatra_vii
doctor_who;socialism
britney_spears;extraterrestrial_life
fidel_castro;poland
neil_armstrong;japan
antananarivo;money
hutu;cold_war
gangtok;actor
screw;reptile
poetry;weapon
volcanic_pipe;african_slave_trade
english_reformation;gold
first_council_of_nicaea;spanish_inquisition
pochard;mexico_city
minoan_civilization;sweden
mohs_scale_of_mineral_hardness;finance
canada_goose;steam_engine
manuel_i_komnenos;carbon
munich;lille
otter;rain
mahjong;nintendo_entertainment_system
asthma;armenia
khazars;5th_century
ronald_reagan;flag_of_hong_kong
grand_slam_%28tennis%29;anemia
citrus;socrates
chess;writing
paleontology;asunci%c3%b3n
arthur_wellesley%2c_1st_duke_of_wellington;aluminium_chloride
jesus;football
eric_clapton;rhenium
space_station;newcastle_upon_tyne
water_purification;ludwig_van_beethoven
sudan;glynn_lunney
cultivar;irish_sea
19th_century;battle_of_the_eastern_solomons
tropical_cyclone;guinness
germany;florida
poison_gas_in_world_war_i;indonesian_language
epic_of_gilgamesh;communication
consumer_protection;john_f._kennedy
technetium;cane_toad
game;poland
flemish_dialects;zirconium
fruit;ethanol
oviraptor;potato
17th_century;saturn
light;ammosaurus
cocoa;celtic_park
galeras;pluto
timbuktu;asia
krypton;education
titanium;james_d._watson
human_dignity;yenisei_river
harry_potter;north_sea
rapping;ska
glasgow;latin_america
laos;dwight_d._eisenhower
pok%c3%a9mon_trading_card_game;peru
edmund_hillary;the_magic_flute
parsley;president_of_the_united_states
psychology;biology
cocoa;crusades
huntington%27s_disease;platinum
coventry;chad
berber_languages;ape
blitzkrieg;bean
house_sparrow;canada
condoleezza_rice;anguilla
david_cameron;mathematics
angkor_wat;emotion
periodic_table;7th_century
water;fire
tropical_storm_leslie_%282000%29;thallium
george_ii_of_great_britain;pyramid
aluminium_chloride;neptunium
max_weber;isles_of_scilly
